Country,Year,Share below $1 a day,Share below $2.15 a day,Share below $3.65 a day,Share below $6.85 a day,Share below $10 a day,Share below $20 a day,Share below $30 a day,Share below $40 a day,Number below $1 a day,Number below $2.15 a day,Number below $3.65 a day,Number below $6.85 a day,Number below $10 a day,Number below $20 a day,Number below $30 a day,Number below $40 a day,40% of median - share of population below poverty line,50% of median - share of population below poverty line,60% of median - share of population below poverty line,40% of median - total number of people below poverty line,50% of median - total number of people below poverty line,60% of median - total number of people below poverty line,Mean income or consumption per day,Median income or consumption per day,Threshold income or consumption per day marking the poorest decile,Threshold income or consumption per day marking the richest decile,mld,gini,polarization,decile1_share,decile2_share,decile3_share,decile4_share,decile5_share,decile6_share,decile7_share,decile8_share,decile9_share,decile10_share,decile2_thr,decile3_thr,decile4_thr,decile5_thr,decile6_thr,decile7_thr,decile8_thr,income_gap_ratio_40_median,income_gap_ratio_50_median,income_gap_ratio_60_median,poverty_gap_index_40_median,poverty_gap_index_50_median,poverty_gap_index_60_median,avg_shortfall_40_median,avg_shortfall_50_median,avg_shortfall_60_median,total_shortfall_40_median,total_shortfall_50_median,total_shortfall_60_median,income_gap_ratio_100,income_gap_ratio_1000,income_gap_ratio_2000,income_gap_ratio_215,income_gap_ratio_3000,income_gap_ratio_365,income_gap_ratio_4000,income_gap_ratio_685,poverty_gap_index_100,poverty_gap_index_1000,poverty_gap_index_2000,poverty_gap_index_215,poverty_gap_index_3000,poverty_gap_index_365,poverty_gap_index_4000,poverty_gap_index_685,avg_shortfall_100,avg_shortfall_1000,avg_shortfall_2000,avg_shortfall_215,avg_shortfall_3000,avg_shortfall_365,avg_shortfall_4000,avg_shortfall_685,total_shortfall_100,total_shortfall_1000,total_shortfall_2000,total_shortfall_215,total_shortfall_3000,total_shortfall_365,total_shortfall_4000,total_shortfall_685,decile1_avg,decile2_avg,decile3_avg,decile4_avg,decile5_avg,decile6_avg,decile7_avg,decile8_avg,decile9_avg,decile10_avg,bottom50_share,middle40_share,palma_ratio,s80_s20_ratio,p90_p10_ratio,p90_p50_ratio,p50_p10_ratio
Albania,1996,0.057415817,0.534846,8.898443,47.879143,75.62388,98.702095,99.89742,99.95165,1819,16944,281906,1516827,2395790,3126915,3164783,3166501,2.768821,7.548123,14.802514,87717,239127,468949,7.9331574,6.9721026,3.691232,13.164797,0.119104326,0.27010342,0.24129327,3.8632858,5.2893467,6.3786836,7.3220415,8.379662,9.354903,10.823087,12.473869,14.899548,21.215572,4.6873064,5.3996286,6.228325,6.9714327,8.039671,9.17858,10.682603,14.954244,17.34493,19.693201,0.41405544,1.3092166,2.915092,0.41705006,0.6046532,0.8238182,36582.383,144588.9,386328.72,3.9243624,38.96034,61.430424,18.363249,73.68916,18.08491,80.22638,28.927036,0.0022532642,29.463327,60.633118,0.09821453,73.61356,1.6092775,80.187584,13.850017,0.039243624,3.896034,12.286085,0.39480984,22.106749,0.6600992,32.090553,1.981502,71.384155,9334079,38417544,6689.658,69963064,186085.92,101614760,3005595.8,3.0648055,4.196122,5.06031,5.808691,6.647718,7.4213915,8.586125,9.895717,11.820045,16.830648,31.233019,47.551407,0.9283351,3.9458723,3.566505,1.8883919,1.8886466
Albania,2002,0.046370625,1.0926474,11.388324,52.090965,76.70505,96.52886,98.94813,99.762024,1415,33337,347459,1589301,2340279,2945105,3018917,3043749,3.2122831,8.406373,16.020554,98007,256479,488789,8.108229,6.6881413,3.5018895,13.990763,0.1648116,0.3173898,0.26898164,3.4940019,4.859444,5.842059,6.738204,7.6531024,8.839459,10.228584,11.984428,14.925079,25.435638,4.370816,5.093828,5.8582616,6.6871114,7.6624665,8.913951,10.652152,17.54355,18.595226,20.580732,0.5635481,1.5631825,3.297149,0.469335,0.62183756,0.825881,45998.117,159488.27,403681.56,43.873215,41.387882,63.13764,17.337124,74.09592,19.966413,80.0545,31.078033,0.020347556,31.7466,60.94604,0.18943487,73.31651,2.2738404,79.863976,16.188852,0.43873215,4.138788,12.627528,0.37274817,22.228775,0.72877413,32.021797,2.1288452,620.80597,9685919,37189396,12426.306,67106824,253219.12,97466320,3383376,2.8330166,3.9401484,4.736875,5.4634895,6.2053103,7.167236,8.2935705,9.717249,12.101596,20.623796,28.586811,45.97755,1.2150564,4.831625,3.995204,2.0921981,1.9095724
Albania,2005,0,0.5910857,7.2893047,40.42843,68.45309,95.40567,98.85736,99.54694,0,17800,219516,1217497,2061456,2873129,2977077,2997843,4.0950017,8.991532,16.67577,123320,270779,502189,9.165975,7.7997913,3.983527,15.433521,0.15441276,0.30595654,0.25452867,3.4825358,4.920109,5.9772825,6.9211826,7.9881587,9.037068,10.372144,12.126408,14.833943,24.341167,5.0393324,5.9497,6.793219,7.7962003,8.827788,10.28045,12.068591,16.876627,20.329166,21.973644,0.69109565,1.8279048,3.664277,0.52653664,0.7928163,1.028339,64932.5,214678,516420.56,,37.084915,58.72428,15.179814,70.71589,19.209354,77.61802,28.443775,0,25.38577,56.026287,0.08972335,69.90787,1.4002254,77.26636,11.4993725,,3.7084913,11.744856,0.32636604,21.214766,0.7011415,31.047207,1.9483986,0,7644891.5,33744490,5809.3154,63157990,153911.77,93074660,2372169.5,3.1920836,4.5097594,5.478762,6.3439384,7.321926,8.283354,9.507081,11.115035,13.596755,22.311052,29.289268,46.369564,1.1427183,4.6622357,3.8743358,1.9796209,1.9571099
Albania,2008,0,0.19992515,3.9026127,33.43185,62.76887,94.58283,98.50923,99.34445,0,5892,115022,985342,1849996,2787653,2903376,2927993,2.118535,7.2277145,14.137155,62440,213023,416666,10.038169,8.4002,4.598464,16.435902,0.14889339,0.2998467,0.24731112,3.7336252,5.136781,6.0884724,6.9835844,7.9120784,8.924132,10.298735,11.929075,14.535205,24.458311,5.6678367,6.554397,7.4853826,8.395616,9.562263,11.150203,12.968081,15.433302,16.52257,19.235218,0.3269605,1.1942017,2.7193103,0.51857126,0.6939645,0.9694781,32379.59,147830.39,403948.53,,33.673496,55.58146,19.82939,68.4628,13.493116,75.83295,24.404856,0,21.136477,52.570515,0.0396411,67.44217,0.5265829,75.33583,8.1589985,,3.3673496,11.116292,0.4263319,20.53884,0.49249876,30.33318,1.6717327,0,6229583,30988364,2511.9475,59631972,56648.19,88815336,1647228.4,3.7478762,5.156388,6.111711,7.0102396,7.942278,8.958195,10.338044,11.974607,14.590684,24.551666,29.854542,45.68715,1.1146566,4.3959107,3.5742157,1.9576768,1.8257434
Albania,2012,0.024100756,0.6206909,4.805442,36.66775,65.062386,95.52016,99.07353,99.742485,699,18003,139377,1063512,1887070,2770468,2873530,2892932,3.5105217,7.7531123,14.795234,101819,224871,429121,9.517231,8.240385,4.410012,16.009024,0.13841707,0.28960484,0.24998792,3.659527,5.1930947,6.143644,7.0307255,8.083832,9.256943,10.515455,12.293301,14.889137,22.93434,5.4278827,6.244149,7.1602106,8.240385,9.336886,10.757146,12.696908,19.90841,20.938734,21.696527,0.69888765,1.623401,3.2100513,0.65621185,0.8627162,1.0727264,66814.836,193999.86,460329.44,16.88353,34.89383,56.50223,21.087643,69.22244,21.463728,76.50663,25.82715,0.00406895,22.702759,53.971027,0.13089253,68.58113,1.0314263,76.309616,9.470237,0.1688353,3.4893832,11.3004465,0.45338434,20.766733,0.7834261,30.602654,1.7691598,118.01587,6584710,31307524,8162.2783,59673830,109191.58,88531390,1881522.8,3.4828563,4.9423885,5.847048,6.6913037,7.6935697,8.810046,10.007802,11.699819,14.170336,21.82714,30.110823,46.954838,1.0411927,4.2725735,3.6301544,1.9427519,1.868563
Albania,2014,0,1.0231007,9.675968,38.743828,60.97816,91.58505,98.09888,99.50539,0,29558,279549,1119349,1761723,2645987,2834178,2874814,7.5302234,14.375828,22.218988,217556,415333,641930,10.14131,8.295376,3.6729488,19.057009,0.19866157,0.34598896,0.3243097,2.853004,4.173767,5.222913,6.3115983,7.5123734,8.932859,10.593702,12.724538,16.13092,25.544321,4.778565,5.816744,7.0193214,8.295376,9.8354025,11.715442,14.168049,19.121283,22.750904,25.801025,1.4398752,3.270634,5.7327294,0.63447285,0.94363654,1.2841752,138033.38,391923.38,824350.56,,40.190544,57.09052,13.557806,67.98602,21.440683,75.1263,32.354916,0,24.507462,52.286373,0.13870792,66.69351,2.0745955,74.75471,12.535527,,4.0190544,11.418104,0.29149285,20.395807,0.78258497,30.050518,2.2163117,0,7080460.5,30212154,8615.945,57805348,218770.84,86389650,2480826.2,2.8933196,4.2327466,5.2967176,6.4007874,7.6185308,9.05909,10.743402,12.904348,16.358868,25.905287,26.073656,48.382023,1.3762153,5.9309235,5.1884766,2.297305,2.2585056
Albania,2015,0,0.120621055,3.698998,26.154316,50.61879,86.81441,96.22996,98.85491,0,3475,106557,753428,1458177,2500865,2772099,2847716,4.952405,10.764287,18.761019,142664,310087,540449,12.055373,9.8873825,4.7910833,22.062527,0.17549548,0.32753733,0.30036378,3.154479,4.546798,5.566422,6.579465,7.6200233,8.886237,10.474084,12.523295,15.869892,24.779308,6.1059666,7.325498,8.511317,9.8873825,11.596767,13.746332,16.661911,19.114466,21.483591,23.257418,0.9466251,2.3125541,4.3633265,0.75596815,1.0620824,1.3797299,107849.44,329337.94,745673.6,,33.368446,51.633232,4.65446,63.138523,17.970337,70.85177,25.911,0,16.890705,44.82508,0.0056146877,60.758167,0.66472155,70.04044,6.776843,,3.336845,10.326647,0.10007089,18.941557,0.65591735,28.340706,1.7749034,0,4865710.5,25825548,347.74634,52507870,69892.586,80706280,1337262,3.8028421,5.4813347,6.7105293,7.9317904,9.186222,10.71269,12.626899,15.0973,19.131746,29.872381,27.467186,47.753506,1.2485063,5.2782416,4.604914,2.231382,2.063705
Albania,2016,0,0.13930316,4.6666355,25.41383,48.276623,84.987495,95.69477,98.50471,0,4006,134217,730927,1388484,2444326,2752278,2833095,6.572461,12.718995,20.065971,189031,365811,577118,12.541093,10.2823715,4.7039146,23.168722,0.18758059,0.33736297,0.31438035,2.969406,4.3505154,5.4224176,6.423767,7.524432,8.896663,10.520496,12.703985,16.138762,25.049555,6.1599703,7.4553943,8.648065,10.2823715,12.103096,14.4057865,17.82389,18.656887,22.545164,25.524162,1.226219,2.867517,5.121674,0.7673481,1.1590887,1.5746934,145052.58,424007.4,908783.94,,34.28824,51.04687,7.5706344,62.08046,14.506735,69.9522,27.029715,0,16.553198,43.383453,0.010544818,59.407745,0.67697567,68.90622,6.869282,,3.4288237,10.209373,0.16276865,18.624138,0.52949584,27.980883,1.8515354,0,4760867,24955038,652.0512,51258804,71067.34,79272500,1353337.2,3.7239594,5.456022,6.8003044,8.056106,9.4364605,11.157388,13.193852,15.932185,20.23977,31.41488,26.690538,48.259907,1.3069715,5.6268797,4.925413,2.253247,2.1859179
Albania,2017,0,0.39256993,3.6266825,25.540997,48.67047,85.1776,96.03344,98.86871,0,11280,104211,733910,1398525,2447542,2759480,2840950,5.2713103,11.629809,19.14936,151469,334178,550249,12.411219,10.187669,4.9050775,22.721241,0.17990847,0.33055663,0.30852225,3.0905285,4.4599423,5.477605,6.508123,7.604976,8.908397,10.539262,12.717886,16.080849,24.61243,6.208563,7.416532,8.733054,10.187446,11.970809,14.320671,17.554668,21.152702,21.46405,24.385498,1.1150259,2.4962313,4.6696696,0.86198694,1.0933431,1.4905882,130564.3,365371.22,820194.7,,33.549503,51.12028,9.884753,62.102844,20.297743,69.9697,25.743172,0,16.3287,43.543034,0.038803443,59.639507,0.7361336,69.17815,6.5750666,,3.3549502,10.224056,0.21252221,18.630854,0.7408677,27.98788,1.7634072,0,4691981.5,25023808,2397.2505,51411468,77206.56,79512170,1294182.2,3.8357227,5.535332,6.798375,8.0773735,9.438702,11.056406,13.080508,15.784447,19.958294,30.547024,27.141174,48.246395,1.2598372,5.389502,4.632188,2.2303178,2.0769184
Albania,2018,0,0.04810705,2.7303748,18.16096,39.372112,83.79993,96.276825,99.00125,0,1379,78263,520561,1128553,2402021,2759656,2837748,6.1173778,11.773786,18.648508,175347,337481,534536,13.316507,11.6399765,5.476367,23.323376,0.15240441,0.30148283,0.26593012,3.1698256,4.768175,5.97204,7.073262,8.135162,9.345278,10.747296,12.59714,15.449506,22.742311,7.197381,8.705178,10.097402,11.6399765,13.293339,15.376027,18.44751,21.109074,23.753893,26.16232,1.2913215,2.7967327,4.878879,0.9828365,1.3824737,1.8271726,172337.44,466558.62,976689.56,,30.633017,46.54786,11.714787,58.67913,17.086567,67.538055,25.450985,0,12.060868,39.007072,0.005635929,56.494408,0.46652845,66.86352,4.62214,,3.0633016,9.309572,0.25186792,17.603739,0.6236597,27.015223,1.7433925,0,3457098.2,22361788,347.32587,48580264,48809.477,76662390,907542.1,4.221101,6.3495436,7.9526715,9.419115,10.833195,12.444647,14.3116455,16.774992,20.573345,30.284817,29.118465,48.13922,1.0838289,4.811264,4.258914,2.0037305,2.1254923
Albania,2019,0,0,1.1501286,14.901863,38.459755,83.263596,95.23524,98.49858,0,0,32827,425328,1097715,2376502,2718195,2811338,3.6192389,8.627423,15.90862,103300,246243,454062,13.749831,11.611524,6.0241885,23.889235,0.1474588,0.30115768,0.26233387,3.5337648,4.9755716,6.0139036,6.9449344,7.9357224,9.0391245,10.381864,12.316567,15.223934,23.634615,7.5972853,8.929593,10.207404,11.607263,13.228971,15.43441,18.562803,16.781603,19.278854,21.391129,0.6073663,1.6632674,3.4030304,0.77943987,1.1192844,1.4903016,80516.14,275615.94,676689.3,,27.300016,45.74572,,58.33915,14.180762,66.94442,21.416641,0,10.49952,38.08953,0,55.559414,0.16309766,65.939316,3.191481,,2.7300017,9.149144,,17.501745,0.51759785,26.77777,1.4670398,0,2996763.8,21742960,0,47573156,16991.186,75281360,623973.1,4.858867,6.8413267,8.269015,9.549168,10.911484,12.428643,14.274888,16.935072,20.932652,32.497196,29.403896,46.96149,1.100914,4.566578,3.9655523,2.058128,1.9267762
Albania,2020,0,0.021277364,1.4779634,13.671991,35.574886,82.36129,95.337006,98.848305,0,604,41942,387990,1009562,2337289,2705520,2805166,4.433078,9.581472,16.38831,125804,271908,465075,13.952189,12.064707,6.1324673,24.124557,0.14273629,0.2941963,0.2563543,3.4134176,5.0295076,6.0906267,7.108508,8.1071825,9.219558,10.564972,12.442307,15.26432,22.7596,7.8107047,9.225069,10.602614,12.052878,13.682644,15.852119,19.027773,20.253529,21.987652,23.670969,0.8978542,2.1067429,3.8792677,0.97741145,1.3263729,1.7134998,122962.27,360651.38,796905.94,,27.908188,44.70745,5.411695,57.33283,15.052638,66.09751,23.727858,0,9.92831,36.821632,0.0011518103,54.659397,0.22247052,65.33627,3.2440667,,2.790819,8.94149,0.11635144,17.199848,0.5494213,26.439003,1.6253582,0,2817504.8,20898848,70.276276,46534536,23043.828,74165790,630622.7,4.762465,7.0172644,8.497758,9.917925,11.311295,12.863301,14.740449,17.359743,21.29707,31.754625,29.749243,47.491158,1.0516374,4.503643,3.9339073,2.00156,1.9654207
Algeria,1988,0,6.4203115,25.193447,63.647186,82.96131,96.65215,98.71876,99.35816,0,1556477,6107652,15429999,20112325,23431400,23932406,24087418,7.2130337,13.894343,20.943363,1748657,3368408,5077303,7.464024,5.5539804,2.4595613,12.612111,0.2817323,0.40194908,0.3079208,2.700377,3.8387635,4.8694654,5.867861,6.8979816,8.034993,9.398315,11.240493,14.339386,32.812366,3.2580516,4.007217,4.7561765,5.5539804,6.4674973,7.6174297,9.295196,14.865419,21.393372,25.559572,1.0722477,2.9724681,5.353034,0.33024898,0.5940918,0.85174423,577492.2,2001143.5,4324563.5,,49.012997,68.765724,13.78823,77.94661,27.410275,83.01592,39.289555,0,40.661823,66.463554,0.8852472,76.94792,6.905593,82.48309,25.006697,,4.9012995,13.753144,0.29644695,23.383982,1.000475,33.206367,2.6913345,0,98576536,322255420,461412.88,559634940,6110553.5,799855700,41527290,2.015568,2.8652623,3.6345809,4.3797855,5.14867,5.9973383,7.014925,8.389931,10.702952,24.491228,24.174448,43.013187,1.899252,7.2106957,5.127789,2.270824,2.2581182
Algeria,1995,0.23578492,5.7705665,24.248316,61.10342,81.14827,96.769936,99.27644,99.999985,67147,1643343,6905441,17401046,23109423,27558163,28271967,28478019,7.3205495,14.216143,21.624329,2084748,4048476,6158181,7.1112137,5.7523637,2.4930446,13.118283,0.20851755,0.35330054,0.31337124,2.8715694,4.0942316,5.2224784,6.329166,7.4802637,8.756291,10.286706,12.342509,15.728198,26.888584,3.3191164,4.1060343,4.900685,5.7523637,6.7299757,7.958033,9.731599,20.33949,23.488863,26.567324,1.4889627,3.33921,5.745005,0.4680006,0.6755824,0.91694945,975663.3,2735079.2,5646741,28.830717,48.317924,67.614746,19.701439,76.94385,27.577188,99.99999,39.163795,0.067978606,39.20916,65.43074,1.1368845,76.387115,6.687004,99.999985,23.93042,0.28830716,4.8317924,13.522948,0.42358094,23.083155,1.0065675,39.999996,2.68272,19358.96,111659940,372667620,696088.75,652606140,6950792,1139120600,46682136,2.0420344,2.9114954,3.7138162,4.5008054,5.3193755,6.2267857,7.3150964,8.777022,11.184658,19.121048,25.99771,47.113705,1.4520677,6.118002,5.261953,2.280503,2.307365
Algeria,2011,0.08932984,0.45546755,4.019208,36.57495,67.96516,95.8093,98.967766,99.81485,32644,166444,1468761,13365782,24836875,35012113,36166326,36475881,2.2495422,6.2465453,13.239776,822062,2282709,4838283,9.225503,8.04364,4.3666134,15.061846,0.12533133,0.27615732,0.22604558,4.0460215,5.3145604,6.3584423,7.306455,8.239473,9.2319145,10.385396,11.898996,14.356383,22.862358,5.406719,6.311133,7.1677933,8.04364,9.013708,10.199637,11.879405,21.289366,18.868402,19.476803,0.47891304,1.1786234,2.5786853,0.684976,0.7588532,0.9399864,563092.75,1732241.1,4547920,81.342995,33.907276,57.68399,33.60123,70.16427,19.496868,77.08872,24.85003,0.07266293,23.045134,55.266632,0.15304272,69.44001,0.78361976,76.94599,9.088886,0.81342995,3.3907275,11.5367985,0.7224265,21.04928,0.7116357,30.835487,1.7022271,26553.607,84215080,403927680,120243.555,761275140,1045222.8,1124751600,22751596,3.7326581,4.9029493,5.865983,6.7405725,7.601329,8.516906,9.58105,10.977422,13.244486,21.091675,31.264954,45.87269,0.99291563,3.976114,3.4493198,1.8725162,1.8420775
Angola,2000,7.8573647,21.408848,39.53885,67.21182,81.069664,94.38659,97.45697,98.28138,1288141,3509780,6482023,11018747,13290611,15473796,15977157,16112310,17.769316,23.443874,28.841492,2913113,3843403,4728292,7.3743653,4.6645293,1.1810431,14.487194,0.51257646,0.5195689,0.46434006,0.983246,2.1953073,3.3424556,4.4953074,5.662774,7.048758,8.808485,11.349456,15.868695,40.245514,2.028749,2.8907874,3.6766284,4.664479,5.7910824,7.3410487,9.646591,42.57663,43.405308,44.541023,7.5655775,10.175885,12.846297,0.7943998,1.0123267,1.2465775,2314176.5,3890779.2,5894182.5,37.6976,58.781853,72.71455,42.69706,79.835175,44.879627,84.2745,52.189953,2.9620376,47.65425,68.63278,9.140949,77.80495,17.744886,82.82614,35.077816,0.376976,5.8781853,14.54291,0.9179868,23.950552,1.6381065,33.7098,3.5750117,485598.28,78124670,225034020,3221931.8,382661730,10618244,543142700,39392150,0.72508156,1.6188997,2.464849,3.3150039,4.1759367,5.198012,6.4956985,8.369503,11.702155,29.678513,16.67909,43.075394,3.6532643,17.654009,12.266439,3.1058547,3.9494567
Angola,2008,1.9820901,14.632487,37.66629,69.063484,83.36847,96.57169,98.69264,99.424614,429946,3174009,8170392,14980921,18083890,20947871,21407937,21566712,10.584847,17.200949,24.786657,2296015,3731147,5376603,6.513752,4.694255,1.8305813,12.557993,0.3116315,0.42715514,0.39136526,2.0719662,3.3566885,4.3156066,5.3045707,6.542602,7.9203568,9.651447,12.291698,16.233332,32.311733,2.5067196,3.1130083,3.8412154,4.6938367,5.6743493,6.994211,9.127965,26.711208,29.36506,31.227955,2.8273416,5.0510683,7.7403655,0.50155693,0.6892354,0.87955195,1151582.1,2571638.5,4729001.5,15.606847,55.956825,71.86901,27.743225,79.97759,35.04633,84.467026,47.447487,0.30934212,46.65035,69.40512,4.0595236,78.932,13.200653,83.98101,32.768887,0.15606847,5.5956826,14.373801,0.59647936,23.993277,1.279191,33.78681,3.2501528,67101.016,101191710,301100540,1893230.9,513646560,10451492,728670400,48690280,1.3496274,2.1864636,2.811079,3.4552658,4.2616887,5.159124,6.286713,8.006507,10.573989,21.047062,21.591434,46.096832,2.1471257,8.942375,6.860112,2.6754217,2.5641236
Angola,2018,8.807866,31.122005,52.90233,77.9747,88.701164,97.573654,98.85972,99.43705,2754531,9732950,16544427,24385444,27739988,30514729,30916926,31097479,15.757524,22.790375,29.130554,4927934,7127355,9110153,5.4821506,3.4205506,1.0746363,10.7266865,0.47788966,0.5127211,0.47098193,1.3295416,2.4280908,3.3328607,4.34293,5.5842686,6.9813623,8.868762,11.568738,15.939021,39.624424,1.5913861,2.095806,2.6910055,3.4203398,4.2731285,5.5027995,7.317904,33.701565,35.330074,37.925434,5.310531,8.051856,11.047889,0.46111163,0.60424155,0.7783551,2272327.8,4306644,7090934.5,31.266874,64.20169,77.628944,38.341305,84.25215,46.373173,87.75495,57.07093,2.7539444,56.947647,75.7454,11.932582,83.291435,24.532488,87.26094,44.50089,0.31266874,6.4201694,15.525789,0.8243381,25.275644,1.6926209,35.101982,3.9093587,861255.75,178095420,473765250,8023241,781445250,28003442,1091583100,95331450,0.7288747,1.331116,1.8271245,2.3808594,3.0613801,3.827288,4.861989,6.3421564,8.738011,21.722706,17.01769,43.357883,3.465666,14.786823,9.981689,3.1361463,3.1827881
Argentina (urban),1980,0.1259436,0.30901247,0.9924695,5.5264745,12.971274,38.751038,60.28005,74.65933,29255,71780,230540,1283740,3013087,9001447,14002403,17342554,12.80041,19.342072,25.90814,2973397,4492954,6018180,32.47283,24.830717,8.657795,63.532894,0.2918472,0.4083086,0.37289864,2.0098562,3.2864354,4.4929876,5.6978583,6.9689035,8.394564,10.122462,12.4679985,16.383562,30.17537,12.649352,16.52977,20.510159,24.830717,29.844448,36.206715,45.496,30.158266,32.587574,34.814556,3.860382,6.3031116,9.019802,2.9954054,4.045864,5.186822,8906530,18177880,31215230,99.20714,30.24795,38.374046,57.954487,44.13927,35.264664,49.51173,27.807657,0.12494361,3.9235451,14.870341,0.17908596,26.607174,0.34999114,36.965126,1.5367829,0.9920714,3.024795,7.674809,1.2460215,13.241781,1.2871603,19.804693,1.9048245,29023.047,9113971,69084380,89439.43,185416750,296741.94,343463940,2445299.5,6.5265727,10.671987,14.590003,18.50256,22.630003,27.259525,32.870502,40.48712,53.20207,97.98797,22.456041,47.368587,1.9484149,8.790855,7.3382306,2.5586412,2.8680186
Argentina (urban),1986,1.1022475,1.1191322,1.8277317,4.7700963,10.250707,36.40442,58.632385,72.93964,289592,294029,480198,1253243,2693159,9564499,15404432,19163362,10.560836,17.613321,24.59991,2774639,4627532,6463112,35.167553,25.367317,9.810018,69.72409,0.3314283,0.42808887,0.38463652,1.7675407,3.3586144,4.3526125,5.51863,6.666024,7.979804,9.73869,12.087515,16.322485,32.20808,13.270277,17.295898,21.451239,25.367317,31.213692,37.45643,47.56372,36.774353,33.175297,34.401882,3.8836796,5.8432727,8.462832,3.7314668,4.2078414,5.2361007,10353473,19471922,33841504,100.00015,36.937386,37.84185,99.24127,43.11282,66.321304,48.61805,44.349937,1.1022475,3.7863438,13.776106,1.1106427,25.278074,1.2121749,35.461826,2.1155348,1.0000015,3.6937387,7.5683703,2.1336875,12.9338455,2.4207277,19.44722,3.0379708,289592.44,9947826,72387670,627366,199238540,1162428.6,372674100,3807315.5,6.216008,11.811425,15.307073,19.407671,23.442776,28.063019,34.248592,42.50883,57.402184,113.267944,21.663422,46.128494,2.147578,9.467245,7.107438,2.7485795,2.5858586
Argentina (urban),1987,0.7880118,1.1860859,2.093658,7.6221986,15.59101,43.534218,63.708614,76.849655,211165,317837,561040,2042531,4177945,11665926,17072087,20593510,12.868307,18.724493,25.69626,3448338,5017629,6885863,32.14557,22.359615,7.7102118,63.922794,0.3699706,0.45276365,0.41031998,1.5614526,3.014508,4.118912,5.193568,6.342643,7.7236066,9.513531,11.948502,16.331388,34.25189,11.682139,14.953138,18.504509,22.359615,27.62826,33.878204,43.6912,35.764145,36.66435,36.64065,4.6022406,6.865213,9.4152775,3.1986904,4.0990033,4.915625,11030166,20567278,33848320,99.99982,36.1268,40.924564,75.04689,47.437325,55.95611,52.611332,36.855946,0.7880118,5.6325336,17.81619,0.8901203,30.221663,1.1715286,40.43163,2.809233,0.9999982,3.6126802,8.184913,1.6135082,14.231197,2.042398,21.044533,2.5246322,211164.62,15093579,95484590,512832.6,242956220,1145867,433380800,5156639.5,5.019378,9.690308,13.240478,16.69502,20.388786,24.827972,30.581787,38.409138,52.498177,110.104645,20.231083,45.517025,2.4662156,11.054132,8.290667,2.8588505,2.9
Argentina (urban),1991,0.5372806,0.9720286,2.972452,14.321322,27.981794,63.886555,79.70474,87.561104,155331,281019,859354,4140380,8089705,18469986,23043120,25314442,10.915272,17.214241,23.706455,3155671,4976740,6853679,22.81104,15.114628,5.7224855,43.74522,0.38243556,0.4676174,0.40579012,1.7441498,3.0524457,4.0591254,5.0023313,6.058552,7.2383537,8.890905,11.407482,15.93735,36.609303,8.138646,10.173307,12.716634,15.114628,18.311953,22.889942,30.519922,31.637201,32.606472,34.36842,3.4532866,5.612956,8.147534,1.912738,2.4641733,3.1167953,6035972,12263550,21361514,87.745926,35.130943,45.74238,65.95639,55.102898,37.4047,61.598953,31.73057,0.4714417,9.830269,29.223228,0.64111423,43.919624,1.1118371,53.936726,4.5442367,0.8774592,3.5130944,9.148476,1.4180624,16.530869,1.3652716,24.639582,2.173544,136296.62,28419896,168972210,398502.5,380922800,1173251.6,623737300,8999298,3.9785872,6.9629464,9.259288,11.410838,13.820188,16.511438,20.28108,26.021654,36.354755,83.509636,19.916605,43.47409,2.641735,10.954989,7.644444,2.8942306,2.6412697
Argentina (urban),1992,1.0631285,1.6737126,4.089052,14.871609,27.326176,61.22159,77.50445,86.76861,312415,491843,1201623,4370223,8030165,17990789,22775727,25498125,12.243373,19.558836,25.45408,3597880,5747628,7480025,23.00446,15.807517,5.8788285,47.278847,0.3693295,0.45468092,0.42753837,1.6000996,3.0004013,4.069654,5.124021,6.2113624,7.651934,9.418862,12.06209,16.574455,34.28712,8.047462,10.72995,12.933422,15.807517,19.543839,24.14239,31.902441,34.74072,33.786068,36.33815,4.253435,6.608162,9.249542,2.196658,2.6703691,3.4464955,7903311.5,15348288,25779874,83.07049,37.11651,46.074436,66.53315,54.69819,44.953922,60.508858,33.592648,0.883147,10.142522,28.207502,1.1135737,42.393528,1.8381891,52.502693,4.9957676,0.83070487,3.7116508,9.214888,1.4304627,16.409456,1.6408182,24.203543,2.3010962,259524.66,29805170,165783090,703563.06,373737300,1971644.9,617144960,10056304,3.6809425,6.9022613,9.362019,11.787533,14.288903,17.602861,21.667583,27.748186,38.128635,78.87567,20.005539,45.70734,2.4856231,11.05566,8.042222,2.990909,2.688889
