Country,Year,Share below $1 a day,Share below $2.15 a day,Share below $3.65 a day,Share below $6.85 a day,Share below $10 a day,Share below $20 a day,Share below $30 a day,Share below $40 a day,Number below $1 a day,Number below $2.15 a day,Number below $3.65 a day,Number below $6.85 a day,Number below $10 a day,Number below $20 a day,Number below $30 a day,Number below $40 a day,40% of median - share of population below poverty line,50% of median - share of population below poverty line,60% of median - share of population below poverty line,40% of median - total number of people below poverty line,50% of median - total number of people below poverty line,60% of median - total number of people below poverty line,Mean income or consumption per day,Median income or consumption per day,Threshold income or consumption per day marking the poorest decile,Threshold income or consumption per day marking the richest decile,mld,gini,polarization,decile1_share,decile2_share,decile3_share,decile4_share,decile5_share,decile6_share,decile7_share,decile8_share,decile9_share,decile10_share,decile2_thr,decile3_thr,decile4_thr,decile5_thr,decile6_thr,decile7_thr,decile8_thr,income_gap_ratio_40_median,income_gap_ratio_50_median,income_gap_ratio_60_median,poverty_gap_index_40_median,poverty_gap_index_50_median,poverty_gap_index_60_median,avg_shortfall_40_median,avg_shortfall_50_median,avg_shortfall_60_median,total_shortfall_40_median,total_shortfall_50_median,total_shortfall_60_median,income_gap_ratio_100,income_gap_ratio_1000,income_gap_ratio_2000,income_gap_ratio_215,income_gap_ratio_3000,income_gap_ratio_365,income_gap_ratio_4000,income_gap_ratio_685,poverty_gap_index_100,poverty_gap_index_1000,poverty_gap_index_2000,poverty_gap_index_215,poverty_gap_index_3000,poverty_gap_index_365,poverty_gap_index_4000,poverty_gap_index_685,avg_shortfall_100,avg_shortfall_1000,avg_shortfall_2000,avg_shortfall_215,avg_shortfall_3000,avg_shortfall_365,avg_shortfall_4000,avg_shortfall_685,total_shortfall_100,total_shortfall_1000,total_shortfall_2000,total_shortfall_215,total_shortfall_3000,total_shortfall_365,total_shortfall_4000,total_shortfall_685,decile1_avg,decile2_avg,decile3_avg,decile4_avg,decile5_avg,decile6_avg,decile7_avg,decile8_avg,decile9_avg,decile10_avg,bottom50_share,middle40_share,palma_ratio,s80_s20_ratio,p90_p10_ratio,p90_p50_ratio,p50_p10_ratio
India (urban),2017,0.33293703,10.935455,38.8789,75.93602,87.95771,97.028015,98.98563,99.60318,1514896,49757389,176902771,345516291,400216155,441486936,450394240,453204161,5.1334534,11.103595,18.702456,23357713,50522440,85097993,5.9448853,4.3231006,2.0894475,11.062474,0.2573603,0.39578882,0.3280142,2.7950726,4.010048,4.911358,5.7914615,6.742794,7.8670835,9.289366,11.344312,15.181376,32.067127,2.6575909,3.1792028,3.7123775,4.3230405,5.061884,6.04251,7.5948157,18.182331,20.974087,23.528925,0.93338156,2.3288774,4.4004865,0.3144162,0.45336545,0.61030746,7344043.5,22905128,51935940,13.974892,56.530197,74.0073,20.927063,81.43189,29.576496,85.63182,45.34443,0.04652759,49.722664,71.807816,2.2884698,80.605865,11.499015,85.292015,34.432755,0.13974892,5.6530194,14.801459,0.44993186,24.429567,1.0795422,34.252728,3.1060934,211705.08,2262429700,6534651000,22387436,11002936000,190973980,15523479000,1073205800,1.6616386,2.3839276,2.919746,3.4429574,4.008514,4.676891,5.5224214,6.744063,9.025154,19.06354,24.250734,43.682137,1.8315763,6.943081,5.2944493,2.5589569,2.0689874
India (urban),2018,0.6211539,9.940657,32.6914,69.52598,85.844055,98.136345,99.60654,99.89274,2893781,46310717,152300014,323901956,399923279,457189593,464038796,465372138,7.4522643,13.933651,21.374174,34718000,64912955,99576252,6.1535373,4.880796,2.15511,11.525322,0.21950518,0.36215827,0.32784882,2.6826782,4.076948,5.138924,6.1830735,7.3135195,8.629161,10.258026,12.47432,16.005964,27.237383,2.8434346,3.4796054,4.138793,4.880701,5.7700076,6.9098916,8.554792,22.488482,24.865229,27.269415,1.6759012,3.4646344,5.828612,0.43904677,0.60681057,0.7985787,15242826,39389864,79519470,17.091764,53.03117,71.19226,23.409601,79.91813,30.60755,84.73874,43.472813,0.10616616,45.52411,69.865486,2.3270679,79.60368,10.006036,84.64784,30.2249,0.17091765,5.303117,14.238452,0.50330645,23.97544,1.1171756,33.895493,2.9778876,494598.25,2120840000,6509672000,23308482,11125534000,170145860,15774019000,964543600,1.650796,2.5087652,3.162256,3.8047774,4.5004015,5.3099866,6.3123145,7.67612,9.84933,16.760624,25.395144,47.367474,1.5063571,6.3972983,5.3479047,2.361407,2.264711
India (urban),2019,0.35829467,10.623902,37.286613,73.06192,87.53507,98.24097,99.527954,99.795654,1708300,50653319,177777492,348349284,417355303,468399549,474535740,475812108,5.6412125,12.155227,19.959824,26896532,57954466,95165722,5.875236,4.486234,2.112228,10.991835,0.22855918,0.3719933,0.33452514,2.8534613,4.100436,5.044987,5.9886003,7.046388,8.311334,9.945948,12.204628,15.852794,28.651423,2.691439,3.235073,3.8109763,4.4861784,5.31471,6.4318323,8.028342,18.743494,21.305922,24.168013,1.0573603,2.5897832,4.823893,0.3363508,0.47791678,0.6505402,9046670,27697412,61909130,15.009309,55.078022,72.79409,20.911905,81.079636,29.820133,85.62044,45.13465,0.053777546,48.212585,71.51362,2.2216604,80.69691,11.118917,85.44548,32.976242,0.15009308,5.507802,14.558818,0.44960597,24.32389,1.0884348,34.248177,3.0917237,256404.02,2298710500,6819344000,22774034,11542556000,193499220,16295697000,1076999700,1.6764759,2.4091032,2.9640489,3.518444,4.1399193,4.883105,5.843479,7.170507,9.31389,16.833387,25.033873,46.3147,1.5928532,6.399895,5.2039056,2.4501555,2.1239083
India (urban),2020,0.47410586,12.305028,40.793507,75.872505,88.98317,98.52231,99.56394,99.79124,2312225,60011888,198950824,370031850,433972831,480495420,485575515,486684015,5.402204,11.61763,19.663385,26346666,56659433,95898760,5.566185,4.225002,2.0138538,10.40268,0.23003235,0.3732479,0.33211634,2.86959,4.11951,5.0551176,5.9902773,7.013309,8.253463,9.848384,12.117667,15.834467,28.898216,2.5584133,3.0713267,3.6020958,4.2249465,4.9912944,6.0241303,7.580136,18.882784,21.325676,23.87239,1.0200864,2.477538,4.6941204,0.3191192,0.4505051,0.60516536,8407727,25525364,58034610,15.224274,56.70703,74.09582,21.566563,82.08452,30.683012,86.40089,46.553493,0.07217919,50.459713,73.00091,2.6537716,81.726585,12.516678,86.22051,35.3213,0.15224274,5.6707034,14.819163,0.46368113,24.625357,1.11993,34.560356,3.1889143,352019.47,2460931000,7120540000,27826380,11957470000,222810990,16819973000,1179999900,1.5972669,2.2929957,2.813772,3.334299,3.9037375,4.59403,5.4817924,6.744918,8.813757,16.085281,25.047804,46.05398,1.6023856,6.400349,5.165559,2.462204,2.097941
India (urban),2021,0.29810318,10.520085,37.1895,73.5674,87.73211,98.284676,99.5096,99.78172,1485088,52408861,185270298,366497372,437062993,489633674,495735985,497091655,5.4395595,11.96081,20.00886,27098746,59586251,99679955,5.8531294,4.484253,2.1167433,10.900238,0.22655784,0.37060717,0.32999018,2.8998408,4.1221814,5.0571475,6.01833,7.0733027,8.32784,9.905498,12.136684,15.787993,28.67118,2.6907802,3.2298412,3.8198767,4.48477,5.2893796,6.3645244,7.956019,17.799965,20.830328,23.658985,0.96823955,2.4914758,4.7338934,0.31927818,0.4670423,0.6365573,8652038,27829298,63452000,14.4391,55.124386,72.90004,20.198471,81.18917,29.741064,85.69767,44.93375,0.043043427,48.361786,71.64957,2.1248963,80.791016,11.060553,85.51061,33.05659,0.144391,5.5124383,14.580008,0.43426713,24.35675,1.0855489,34.279068,3.077962,214433.34,2409282800,7138862600,22759446,12074518000,201119950,17039839000,1128064900,1.6973144,2.4127662,2.9600139,3.5226066,4.1400957,4.8743925,5.797816,7.1037583,9.240917,16.781612,25.170803,46.158016,1.584262,6.331392,5.1495323,2.4305012,2.1187122
Indonesia,1984,22.408587,74.166245,92.433,98.71515,99.64568,99.980316,99.999985,99.999985,36376299,120395519,150048302,160246240,161756788,162300013,162331943,162331943,3.1798341,8.429514,16.06108,5161887,13683795,26072268,1.8575785,1.4859488,0.77,3.26,0.18113883,0.3345598,0.27850246,3.4305015,4.6402955,5.610566,6.5324745,7.4885764,8.57052,9.919475,11.814957,15.022387,26.970247,0.96,1.13,1.3,1.49,1.71,1.99,2.44,19.689953,19.292265,21.123161,0.6261078,1.6262442,3.3926082,0.11703304,0.1433366,0.18832763,604111.3,1961388.5,4910128,22.901094,93.53921,96.5602,40.793415,99.99999,57.303658,99.99999,74.340096,5.1318116,93.20778,96.5412,30.254946,99.999985,52.967487,99.999985,73.38493,0.22901094,9.35392,19.31204,0.8770585,29.999998,2.0915835,39.999996,5.092296,8330570.5,1513060100,3134344400,105593910,4869958000,313838560,6493277000,816021300,0.63724256,0.8619714,1.0422068,1.2134584,1.3910619,1.5920415,1.8426204,2.194721,2.7905262,5.009935,27.702414,45.32734,1.3342466,5.2030344,4.2337666,2.1879194,1.935065
Indonesia,1987,18.32809,74.31923,93.32676,98.76258,99.55951,99.970764,99.98838,99.999985,31601548,128142252,160915296,170287809,171661891,172370981,172401350,172421369,1.4548606,5.4317975,12.870749,2508491,9365581,22191926,1.8772607,1.5191479,0.86,3.14,0.15805253,0.3140377,0.25658596,3.9342892,4.9741793,5.86384,6.7205114,7.6143374,8.625974,9.881396,11.635426,14.61726,26.132786,1.03,1.18,1.34,1.52,1.73,2,2.4,15.943484,14.803123,16.637741,0.23195548,0.8040758,2.141402,0.096882045,0.112440675,0.15165113,243027.73,1053072.2,3365430.8,18.272558,81.78204,94.1928,38.410545,96.11596,56.075573,99.99999,74.14066,3.349011,81.42181,94.16527,28.546423,96.10479,52.333515,99.999985,73.223236,0.18272558,8.178205,18.83856,0.82582676,28.834787,2.0467584,39.999996,5.0786357,5774411.5,1403886100,3247221200,105823304,4971156500,329354750,6896854500,864829700,0.7385686,0.9337831,1.1007956,1.2616153,1.4294096,1.6193202,1.8549957,2.1842728,2.7440407,4.905805,29.107159,44.760056,1.2158844,4.5743046,3.6511629,2.0657895,1.7674417
Indonesia,1990,9.456151,62.751244,88.053764,97.61659,99.248055,99.908,99.999985,99.999985,17225313,114307590,160398624,177818267,180790126,181992287,182159852,182159852,1.0665381,6.428671,13.388239,1942805,11710459,24387999,2.288902,1.8206695,0.98,3.94,0.16752854,0.32271257,0.26010078,3.8687322,4.9251056,5.78956,6.6202536,7.488439,8.477992,9.723631,11.504045,14.615639,26.986605,1.23,1.42,1.61,1.82,2.06,2.4,2.9,6.945215,11.306561,15.563696,0.07407339,0.7268617,2.0837047,0.050579768,0.10292756,0.17001808,98266.625,1205329,4146400.8,13.178581,91.25821,95.22242,32.637764,99.99999,50.294376,99.99999,69.35959,1.2461865,90.57199,95.13481,20.480602,99.999985,44.28609,99.999985,67.706474,0.13178581,9.125821,19.044483,0.70171195,29.999998,1.8357447,39.999996,4.751132,2270051.8,1649858300,3465949200,80211000,5464795000,294450940,7286394000,844838100,0.8855149,1.1273084,1.3251735,1.5153112,1.7140304,1.9405292,2.2256439,2.633163,3.3453765,6.1769695,28.692091,44.321304,1.2727339,4.7308407,4.020408,2.1648352,1.8571429
Indonesia,1993,8.140844,62.096775,87.53843,97.37852,99.01363,99.88067,99.96616,99.98427,15609034,119062671,167843805,186710925,189846053,191508478,191672408,191707127,1.4135152,5.145745,12.428407,2710236,9866312,23829890,2.3371706,1.8270187,1.05,4,0.17902517,0.331628,0.26396146,3.7485323,4.9233923,5.718027,6.5090203,7.3611326,8.357614,9.61041,11.379337,14.542855,27.84968,1.25,1.43,1.62,1.83,2.08,2.42,2.94,14.354419,14.750293,16.842045,0.2029019,0.7590124,2.0931978,0.10490316,0.1347453,0.18462439,284312.34,1329439.2,4399579,15.753812,77.89508,88.47868,32.569946,92.25878,50.165737,94.17946,69.17121,1.2824934,77.12675,88.37309,20.224888,92.22756,43.9143,94.16464,67.357895,0.15753812,7.789508,17.695736,0.7002539,27.677633,1.8310494,37.671783,4.738228,2459017.8,1478807300,3388883500,83374104,5305039000,307330300,7221949400,884678900,0.87609595,1.1506808,1.3364005,1.5212691,1.7204223,1.9533168,2.2461169,2.6595452,3.3989134,6.5089455,28.260105,43.890217,1.3325862,4.8884807,3.809524,2.1857922,1.7428572
Indonesia,1996,4.819343,51.282604,81.192,95.39663,98.20387,99.65825,99.87205,99.94402,9704894,103269721,163499418,192103814,197756863,200685598,201116127,201261073,1.8630809,6.286455,13.748508,3751756,12659273,27685893,2.8032336,2.1114004,1.17,4.92,0.20725663,0.35625136,0.2856024,3.4795299,4.629774,5.423004,6.20988,7.06821,8.083202,9.404881,11.327558,14.717737,29.656223,1.41,1.63,1.86,2.12,2.44,2.86,3.54,14.281734,15.9945,17.888216,0.26608023,1.0054872,2.459363,0.120617844,0.16885397,0.22661512,452528.72,2137568.5,6274042,15.218066,74.468445,86.46594,29.357296,90.82631,45.936363,93.06342,65.10415,0.73341084,73.1309,86.17045,15.055185,90.7101,37.296654,93.01133,62.107162,0.15218067,7.4468446,17.293188,0.6311819,27.247894,1.6766772,37.22537,4.459634,1476897.2,1472664700,3470494000,65181980,5479991000,274135740,7492017700,856712700,0.97539353,1.2978338,1.5201948,1.7407744,1.9813844,2.2659106,2.6364079,3.175379,4.1257253,8.313332,26.810398,43.53338,1.5021751,5.471981,4.205128,2.3207548,1.8119658
Indonesia,1998,12.675106,69.12381,90.6857,98.452385,99.52654,99.9274,99.964874,99.980446,26345904,143677632,188495205,204638680,206871378,207704574,207782477,207814837,1.7241373,5.5309014,12.161591,3583714,11496282,25278532,2.0723078,1.6572146,0.94,3.54,0.16458184,0.32181433,0.25616804,3.686042,5.0289397,5.874703,6.6724696,7.5257735,8.515884,9.766048,11.5413885,14.609427,26.779324,1.13,1.3,1.47,1.66,1.88,2.18,2.64,32.332813,20.320068,19.18744,0.55746216,1.1238829,2.3334975,0.21432967,0.16837358,0.19078623,768096.25,1935670.1,4822796,19.20566,79.98148,89.77414,35.642506,93.15477,53.41318,94.85375,71.73899,2.4343379,79.602806,89.70896,24.637457,93.12205,48.438118,94.835205,70.628746,0.1920566,7.9981484,17.954828,0.7663139,27.94643,1.9495811,37.9415,4.9141207,5059905,1654588000,3729300000,110102170,5806778400,367486700,7884807000,1005619140,0.7638614,1.0421511,1.2174193,1.3827411,1.5595719,1.7647533,2.023826,2.3917308,3.027523,5.5495005,28.787928,44.432747,1.2594831,4.7491493,3.7659574,2.1325302,1.7659575
Indonesia,1999,2.6784809,45.968132,81.75848,96.59615,98.88864,99.839806,99.9333,99.9562,5651512,96991341,172507857,203814895,208651978,210658907,210856168,210904486,1.4680163,4.998586,11.301982,3097469,10546862,23846832,2.8304346,2.2558172,1.31,4.64,0.1736538,0.32078046,0.24449697,3.8413146,5.1074886,5.9239407,6.698812,7.51795,8.475233,9.679802,11.321096,14.109967,27.324396,1.57,1.78,2,2.26,2.56,2.94,3.5,15.726802,15.844984,17.395834,0.230872,0.79202515,1.9660741,0.14190717,0.17871694,0.23545094,439553.03,1884902.9,5614759,15.33603,73.65426,86.34762,25.672293,90.8336,42.343113,93.10741,63.413685,0.41077262,72.83569,86.2093,11.801074,90.77301,34.619083,93.06662,61.25518,0.15336029,7.365426,17.269524,0.5519543,27.25008,1.5455236,37.24296,4.3438373,866717.56,1536810600,3637979100,53534788,5745847300,266614980,7854707700,885338750,1.0872589,1.4456413,1.6767327,1.8960549,2.1279066,2.3988593,2.7398045,3.2043622,3.9937341,7.7339916,29.089506,43.586098,1.2666864,4.630157,3.5419848,2.0530972,1.7251909
Indonesia,2000,2.0015452,43.60342,81.62588,96.8606,98.91969,99.87049,99.961754,99.98256,4284756,93342897,174738495,207351843,211759787,213795178,213990542,214035086,1.2548645,4.326587,10.923497,2686319,9262030,23384195,2.7923222,2.3084466,1.36,4.58,0.14202161,0.29458433,0.23239934,4.079925,5.3622236,6.2033167,6.998041,7.824139,8.778653,9.941017,11.547973,14.235999,25.028711,1.62,1.84,2.06,2.3,2.6,2.96,3.52,14.6059475,15.251466,16.595402,0.18328488,0.659868,1.8127984,0.1348682,0.17603597,0.22985761,362299.03,1630450.5,5375035.5,14.8642845,73.39676,86.21577,24.450865,90.74779,41.119686,93.044914,62.835144,0.29751536,72.60385,86.10411,10.661413,90.71308,33.564304,93.02869,60.8625,0.14864284,7.339676,17.243155,0.52569366,27.224337,1.5008686,37.217968,4.3042073,636898.3,1554248200,3686503200,49069770,5825750500,262259520,7965950500,892485300,1.1392466,1.4973056,1.7321659,1.9540786,2.1847517,2.4512827,2.7758522,3.224566,3.9751494,6.9888225,30.467646,44.50364,1.1053373,4.1584506,3.367647,1.9913044,1.6911764
Indonesia,2001,1.3251094,39.873127,79.34302,96.03204,98.62713,99.83471,99.950096,99.98089,2876977,86569516,172263553,208497518,214131770,216753573,217004083,217070936,1.0352448,4.0407515,10.442682,2247645,8772974,22672362,2.9460669,2.4056375,1.43,4.84,0.14706275,0.3002393,0.2357253,4.0891457,5.311075,6.137737,6.9121914,7.725812,8.662523,9.846848,11.479843,14.209576,25.62525,1.69,1.92,2.16,2.4,2.72,3.1,3.7,13.143762,13.978109,15.668769,0.1360701,0.5648206,1.6362399,0.1264765,0.16813132,0.22616029,284274.28,1475011.6,5127588,13.372554,72.20717,85.4919,23.167137,90.24858,39.62858,92.66283,61.522263,0.17720096,71.21586,85.350586,9.237461,90.203545,31.442509,92.64511,59.08109,0.13372554,7.2207165,17.09838,0.49809346,27.074575,1.4464431,37.065132,4.214275,384725.3,1546184800,3706134800,43119708,5875293000,249169420,8045762600,878665860,1.2046896,1.5646783,1.8082184,2.0363777,2.2760758,2.5520372,2.900947,3.3820384,4.186236,7.54937,30.17596,44.198788,1.141429,4.237648,3.3846157,2.0166667,1.6783218
Indonesia,2002,0.385764,26.794165,67.70841,91.85152,96.77876,99.460526,99.89241,99.99595,849125,58978002,149036426,202179059,213024662,218927625,219878265,220106170,1.0404062,4.914993,11.900101,2290091,10818641,26193918,3.6579816,2.8675234,1.65,6.2,0.17421834,0.32833797,0.26326084,3.8210258,4.966278,5.7431583,6.517955,7.3765097,8.380861,9.626075,11.399449,14.504738,27.66395,1.96,2.24,2.54,2.86,3.28,3.8,4.62,11.888064,12.908856,16.051811,0.12368417,0.6344694,1.9101819,0.13635722,0.18508224,0.27617368,312270.44,2002338.4,7234071,11.23551,67.26801,82.32042,19.941385,87.91489,34.72258,90.858826,56.032356,0.043342564,65.10115,81.87632,5.343128,87.8203,23.510107,90.85515,51.46657,0.112355106,6.7268014,16.464083,0.42873982,26.374466,1.2673743,36.343533,3.8382165,95403.52,1432974600,3604442600,25286218,5799172000,188884930,7999435300,776007000,1.3977243,1.8166554,2.1008368,2.384256,2.6983137,3.0657034,3.5212004,4.1698976,5.3058066,10.119422,28.424927,43.911125,1.3143007,4.79882,3.7575758,2.1678321,1.7333333
Indonesia,2003,0.46075252,26.447796,65.48199,91.031136,96.770905,99.59928,99.90722,99.99645,1027847,58999777,146077291,203072364,215876655,222186203,222873146,223072210,1.3316911,5.845791,12.959809,2970738,13040798,28910759,3.719512,2.9108262,1.64,6.55,0.17543586,0.330267,0.27428213,3.7130675,4.877315,5.674913,6.476854,7.3788056,8.362104,9.765488,11.6561775,14.873904,27.22137,1.97,2.26,2.58,2.92,3.34,3.94,4.78,12.222952,13.844874,16.924664,0.16277196,0.8093424,2.1934042,0.14231555,0.20150012,0.29558852,422782.22,2627722.2,8545689,11.082254,66.51188,81.86625,20.442867,87.70235,35.20817,90.704735,55.480488,0.05106175,64.36415,81.5382,5.406688,87.62097,23.05501,90.70152,50.504517,0.11082254,6.651188,16.373251,0.43952167,26.310703,1.2850983,36.281895,3.8004134,113908.62,1435836200,3637910300,25931682,5863949300,187723680,8093482500,771758900,1.3810799,1.8141232,2.1107907,2.4090736,2.7445555,3.1102948,3.6322849,4.3355293,5.5323663,10.125021,28.120955,44.657673,1.3123697,4.900279,3.9939027,2.2431507,1.7804879
Indonesia,2004,0.8145617,27.014864,65.75239,91.12822,96.45292,99.61748,99.85151,99.95072,1840409,61037003,148560019,205893816,217924376,225074324,225603092,225827250,2.361717,7.353101,15.842904,5336030,16613493,35795235,3.7046742,2.9129086,1.54,6.55,0.18575983,0.3385328,0.2775527,3.5082965,4.647322,5.61314,6.4714746,7.377533,8.406334,9.748392,11.659642,14.901044,27.666822,1.91,2.24,2.56,2.92,3.34,3.92,4.76,13.004668,15.991867,18.407461,0.30713344,1.1758981,2.916276,0.15152563,0.23291424,0.32171547,808545.3,3869519,11515881,13.309513,66.97081,81.98188,23.44384,87.83544,36.01854,90.79945,55.863693,0.10841418,64.5953,81.668274,6.3333216,87.70501,23.683048,90.75471,50.90759,0.13309513,6.6970806,16.396376,0.50404257,26.350632,1.3146766,36.319782,3.826663,244949.47,1459457200,3690403000,30765248,5944784000,195308400,8201996300,787886200,1.2997096,1.7216816,2.0794854,2.3974705,2.7331357,3.114273,3.6114616,4.3195176,5.5203514,10.249657,27.617765,44.715412,1.3669221,5.2194524,4.253247,2.2431507,1.896104
Indonesia,2005,0.95093614,24.643833,63.464756,90.525665,96.46914,99.43457,99.80067,99.92476,2175791,56386360,145210624,207127387,220726355,227511403,228349067,228632993,2.4763415,7.2708344,14.571086,5665997,16636044,33339393,3.8726082,3.034871,1.65,6.7,0.1892521,0.34057844,0.27511913,3.4992535,4.7381563,5.583992,6.42507,7.336481,8.379993,9.671618,11.560464,14.816343,27.988628,2,2.32,2.66,3.04,3.48,4.06,5,14.298402,16.665695,19.008114,0.3540773,1.2117352,2.7696886,0.17357524,0.25289118,0.34612307,983476.75,4207109,11539533,8.983028,65.749054,81.38522,21.563457,87.34398,34.55076,90.41373,54.452984,0.085422866,63.427544,80.92504,5.3140626,87.169876,21.927555,90.345695,49.29393,0.08983028,6.574905,16.277044,0.46361434,26.203196,1.2611028,36.16549,3.7300293,195451.92,1451254800,3703213000,26141526,5983475000,183125520,8268624400,772591200,1.3551238,1.8349024,2.1624613,2.4881778,2.8411317,3.245243,3.7454388,4.476915,5.7377896,10.838899,27.582952,44.42842,1.3823953,5.1964116,4.060606,2.2039473,1.8424243
Indonesia,2006,1.9254522,30.586498,68.091835,91.415955,96.79673,99.544304,99.880806,99.95151,4463149,70898718,157835118,211899828,224372337,230741137,231521131,231685018,3.2133625,8.054343,15.323395,7448491,18669760,35519234,3.634954,2.805464,1.48,6.35,0.20586208,0.35300556,0.28622964,3.2837365,4.5765347,5.4538155,6.296305,7.216657,8.296413,9.597405,11.563015,14.878303,28.837814,1.84,2.14,2.44,2.8,3.24,3.78,4.68,17.502415,19.037577,20.933086,0.56241596,1.5333518,3.2076592,0.19640957,0.2670462,0.3523621,1462954.9,4985689,12515632,16.953371,67.77299,82.564896,24.49727,88.1488,37.44766,91.057495,57.19654,0.3264291,65.60204,82.18865,7.4928575,88.04373,25.498798,91.013336,52.286762,0.16953371,6.777299,16.51298,0.5266913,26.444641,1.3668396,36.422997,3.9179628,756654.25,1520638500,3810223600,37341740,6122493000,215735300,8438662700,830215700,1.1936231,1.6635493,1.9824368,2.288678,2.6232216,3.0157082,3.4886127,4.2031026,5.4081945,10.482413,26.82705,44.335136,1.4705374,5.561655,4.29054,2.267857,1.8918918
Indonesia,2007,0.6744399,25.249058,60.82042,87.95071,95.09848,99.16388,99.70835,99.877625,1583978,59299506,142841794,206559524,223346657,232894587,234173335,234570883,2.8727992,8.518488,16.244156,6747007,20006375,38150748,4.1069508,3.0741863,1.61,7.45,0.21819268,0.3666469,0.31219092,3.2398522,4.363368,5.211826,6.0447803,6.9658875,8.092269,9.579355,11.69029,15.254428,29.557943,1.97,2.3,2.66,3.08,3.6,4.32,5.4,12.781765,16.350504,19.475906,0.36719447,1.3928156,3.1636968,0.15717413,0.25132248,0.35923538,1060454.9,5028051.5,13705099,10.967059,65.01328,80.55813,22.55277,86.68052,35.91206,89.88544,54.40607,0.07396622,61.82664,79.88457,5.694362,86.42772,21.841864,89.77544,47.85052,0.10967059,6.501328,16.111626,0.4848846,26.004156,1.3107902,35.954174,3.7268157,173715.8,1452049900,3752310500,28753416,6089479700,187235620,8433802000,769809300,1.3305913,1.7920138,2.1404712,2.4825613,2.8608558,3.3234549,3.934194,4.8011446,6.2649183,12.139302,25.825714,44.61634,1.5672437,5.893867,4.627329,2.418831,1.9130434
Indonesia,2008,0.5969826,24.746971,59.72981,88.095024,95.3653,99.187225,99.74459,99.89498,1420440,58882087,142119042,209610248,226908907,236002655,237328825,237686668,2.7886631,8.254941,16.921339,6635249,19641521,40262051,4.1252694,3.1424394,1.64,7.4,0.21165755,0.36060256,0.30322695,3.3110504,4.417284,5.249823,6.1262813,7.090974,8.230545,9.645135,11.671205,15.11427,29.143433,2,2.36,2.72,3.14,3.66,4.34,5.35,13.277683,16.187445,19.006828,0.37026986,1.336264,3.21621,0.16689724,0.25434032,0.35836682,1107404.8,4995630.5,14428584,11.857567,64.57786,80.4693,21.585512,86.60785,35.312256,89.84293,53.803886,0.07078762,61.584873,79.81527,5.3417606,86.38664,21.091942,89.74858,47.39855,0.11857567,6.457786,16.09386,0.46408853,25.982353,1.2888974,35.937172,3.6855662,168429.62,1465329200,3798194000,27326502,6166361600,183176860,8541786600,772532500,1.3658974,1.8222486,2.1656933,2.527256,2.9252179,3.3953214,3.978878,4.8146863,6.2350435,12.02245,26.195412,44.661156,1.5254797,5.7266808,4.512195,2.3566878,1.9146342
Indonesia,2009,0.3771217,20.957842,57.513607,87.21079,94.93071,99.117676,99.72296,99.888954,908793,50504477,138597036,210161700,228765254,238855055,240313693,240713691,2.4604628,7.763861,15.665256,5929255,18709453,37750336,4.309458,3.2683797,1.73,7.6,0.21214251,0.3599317,0.29611465,3.3586779,4.482035,5.317041,6.1543894,7.0772896,8.171711,9.545849,11.53986,14.945591,29.407558,2.12,2.46,2.84,3.26,3.8,4.48,5.55,12.741949,15.380641,18.741823,0.3135109,1.1941316,2.9359546,0.16658211,0.25134888,0.36753237,987707.75,4702600,13874471,12.169002,63.46697,79.756035,20.476671,86.103264,33.457195,89.45213,52.441902,0.04589196,60.249645,79.05233,4.291468,85.86473,19.24244,89.3528,45.734997,0.12169002,6.346697,15.951208,0.44024846,25.83098,1.2211877,35.780853,3.5922704,110591.04,1451903700,3810026500,22234518,6207538000,169253000,8612942000,754957630,1.447408,1.931514,2.2913563,2.652208,3.049928,3.5215645,4.1137433,4.9730535,6.440739,12.673063,26.389433,44.20301,1.5227495,5.656775,4.3930635,2.3312883,1.8843931
Indonesia,2010,0.28432265,18.253092,50.67325,82.48848,92.602036,98.86284,99.645775,99.85403,693793,44540494,123650917,201285225,225963936,241241316,243151808,243659978,3.0301783,9.436689,18.497967,7394125,23027048,45138029,4.811745,3.6074884,1.82,8.8,0.22480851,0.37205338,0.3287243,3.1790762,4.2032623,5.0265374,5.908962,6.919001,8.166418,9.739527,11.89728,15.472595,29.48734,2.22,2.62,3.06,3.6,4.28,5.15,6.4,13.595414,15.954333,19.333788,0.41196528,1.505561,3.5763576,0.1961812,0.28777537,0.41847852,1450588.2,6626617,18889294,10.663241,60.729664,77.45169,19.2162,84.459015,33.024197,88.19012,50.215893,0.030318,56.236904,76.57094,3.5075505,84.159836,16.734432,88.06138,41.422325,0.10663241,6.0729666,15.490338,0.4131483,25.337704,1.2053833,35.276047,3.4397886,73980.82,1372271500,3736909600,18401830,6160909000,149046750,8595361000,692378600,1.5296905,2.022503,2.4186418,2.843242,3.329247,3.9294724,4.6864123,5.724668,7.445019,14.188558,25.23684,45.27582,1.609761,6.0902023,4.835165,2.4444447,1.9780219
